Area(SQM),Bedroom,Bathroom,Location,Price,Negotiable,Balcony,Electricity,Water,Gas,Landline,Elevator,Security,Built_in_Kitchen,Maids_Room,Private_Garden,Parking,Central(A/C)& heating,Pool,Type,Level,Furnished,Compound,Delivery_Date,Delivery_Term
130,4,2,Agami,350000,0,1,1,0,0,0,1,0,1,0,0,0,0,0,Apartment,4,0.0,,Ready,
110,3,1,Azarita,1100000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,3,,,,
125,3,1,Sporting,1500000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,,,,
130,4,1,Camp Caesar,1200000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,2,,,,
125,3,2,Roushdy,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,,,
100,3,1,Bahray - Anfoshy,500000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Apartment,,0.0,,,Core & Shell
150,3,2,Sidi Beshr,610000,1,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
120,3,1,Agami,680000,0,0,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,3,,,,
335,4,3,Smoha,4800000,0,1,0,1,1,1,1,1,1,1,0,1,1,1,Apartment,8,0.0,,Ready,Finished
75,2,1,Maamoura,1200000,1,1,0,0,0,0,1,1,0,0,0,0,0,0,Apartment,2,1.0,,Ready,Finished
78,2,1,Al Hadrah,430000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,1,,,Ready,
145,3,2,Sidi Beshr,1300000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,9,1.0,,Ready,Finished
126,3,2,Moharam Bik,2900000,0,1,1,1,1,0,1,0,1,0,1,0,0,1,Apartment,5,0.0,,2024,Finished
170,3,2,Sidi Beshr,2250000,1,1,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
160,3,1,Agami,215000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
110,3,2,Smoha,3000000,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,2,0.0,,soon,Finished
140,3,1,Moharam Bik,850000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,5,,,Ready,Finished
110,2,1,Sidi Beshr,450000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,1,,,Ready,Finished
150,3,1,Sidi Beshr,700000,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,,,Finished
95,2,1,Stanley,2500000,0,1,1,1,1,1,1,1,0,1,1,1,0,1,Apartment,,0.0,,2025,Finished
160,3,2,Smoha,2760000,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,10+,0.0,Murooj,,Finished
105,3,2,Miami,12250000,0,0,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,3,,,Ready,Finished
250,3,2,Nakheel,340000,1,1,1,1,0,1,1,1,0,1,1,0,0,0,Apartment,5,0.0,,,
120,3,1,Sidi Beshr,625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,9,0.0,,,Finished
75,2,1,Bolkly,600000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
225,3,2,Borg al-Arab,550000,0,1,1,1,1,1,1,1,0,0,0,0,0,1,Apartment,5,0.0,,soon,Finished
55,2,1,Abu Qir,290000,1,1,1,1,1,0,1,0,1,0,0,0,0,0,Studio,5,1.0,,2022,Finished
160,3,2,Smoha,2600000,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,2,0.0,Murooj,,Finished
179,3,2,Smoha,2908750,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,8,0.0,Murooj,,Finished
120,2,2,Maamoura,950000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,,,
160,3,2,Smoha,2999750,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,2,0.0,Murooj,,Finished
80,2,1,Moharam Bik,550000,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Apartment,7,,,,Finished
125,3,1,Miami,850000,1,1,0,1,1,0,1,0,0,0,0,0,0,0,Apartment,9,1.0,,Ready,Finished
160,3,1,Seyouf,950000,0,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,4,0.0,,Ready,
85,2,1,Sidi Beshr,600000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
90,2,1,Miami,480000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,7,1.0,,,Finished
163,3,2,Smoha,2720000,0,1,1,1,1,1,1,1,0,1,1,1,0,1,Apartment,10+,0.0,Murooj,,Finished
110,3,1,Cleopatra,1350000,1,0,1,1,1,1,1,0,1,0,0,0,1,0,Apartment,10+,0.0,,Ready,Finished
160,3,2,Smoha,2600000,0,1,1,1,1,1,1,1,1,0,0,1,0,1,Apartment,2,0.0,Murooj,,Finished
120,3,1,Nakheel,350000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,2,0.0,Nakheel,Ready,Finished
130,2,2,Nakheel,390000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,2,0.0,Nakheel,Ready,Finished
170,3,1,Smoha,2700000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,3,0.0,,Ready,Finished
100,2,1,Victoria,450000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,8,,,,
120,3,1,Nakheel,285000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,4,0.0,,,Finished
135,3,2,Moharam Bik,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,1.0,,Ready,Finished
130,3,1,Sidi Beshr,800000,0,1,1,1,1,1,0,1,0,0,0,0,0,0,Apartment,1,,,Ready,
125,3,1,Seyouf,1012500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,,Semi Finished
220,3,2,Kafr Abdo,2800000,1,1,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
165,3,2,Glim,2500000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
120,2,1,Abu Talat,310000,1,1,1,1,0,1,1,1,1,1,0,0,0,0,Apartment,3,1.0,,Ready,Finished
120,3,1,Glim,1600000,1,0,1,1,1,1,1,1,1,0,0,0,1,0,Apartment,10+,0.0,,Ready,Finished
105,3,1,Seyouf,400000,1,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,4,0.0,,Ready,Finished
135,3,2,Smoha,850000,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
100,2,1,Agami,250000,1,1,1,0,1,1,0,0,0,0,0,0,0,0,Apartment,4,0.0,,,
90,3,1,Attarin,600000,1,1,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,9,0.0,,Ready,Finished
100,2,1,Moharam Bik,600000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,8,0.0,,,Finished
264,3,3,Glim,3700000,1,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,7,0.0,,,Semi Finished
220,2,1,Nakheel,320000,1,1,1,1,0,0,1,1,0,1,1,0,0,0,Duplex,5,0.0,,,
130,3,1,Miami,1100000,0,1,1,1,1,1,1,1,0,1,0,0,0,0,Apartment,8,0.0,,Ready,
130,3,2,Sidi Beshr,1550000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,9,0.0,,,Finished
202,3,2,Moharam Bik,4551000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,7,0.0,,2023,Finished
180,3,2,Miami,4300000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,,Finished
160,3,2,Smoha,2720000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,8,0.0,,2024,Finished
300,3,2,Kafr Abdo,2800000,0,1,1,1,1,1,1,1,1,1,0,1,1,0,Duplex,4,0.0,,Ready,Finished
210,3,3,Cleopatra,5000000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
145,3,2,Smoha,2400000,1,1,1,1,1,1,1,1,1,0,0,1,0,0,Apartment,4,,,,
247,3,2,Zezenia,3600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,,,,
140,2,1,Abu Qir,700000,1,0,1,1,1,0,1,0,1,0,0,0,0,0,Apartment,,1.0,,Ready,Finished
140,3,2,Smoha,2240000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,7,0.0,,2025,Finished
169,3,2,Smoha,2957500,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,10+,0.0,Murooj,,Finished
110,2,1,Miami,750000,0,1,1,1,1,1,1,1,0,1,0,0,0,0,Apartment,9,0.0,,Ready,
110,3,1,Montazah,750000,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Apartment,10+,1.0,,,Finished
140,3,2,Smoha,2100000,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,4,0.0,,,Finished
150,3,2,Gianaclis,1250000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,,Finished
120,3,1,Maamoura,470000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
170,3,2,Glim,2000000,0,1,1,1,1,1,1,1,1,0,0,0,1,0,Apartment,3,,,,
215,3,2,Montazah,2400000,0,1,1,1,1,0,1,0,1,0,0,0,1,0,Duplex,10+,1.0,,Ready,Finished
117,2,1,Smoha,1350000,0,1,1,1,1,1,1,1,1,0,0,1,0,0,Apartment,8,,,,
125,3,1,Moharam Bik,1200000,1,1,0,0,0,0,1,1,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
125,3,1,Sidi Beshr,850000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,,,,
70,2,1,Fleming,220000,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,,0.0,,Ready,Finished
95,2,1,Mandara,550000,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,,soon,Finished
120,2,1,Nakheel,370000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,1,0.0,Nakheel,Ready,Finished
100,2,1,Nakheel,270000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,Nakheel,Ready,Finished
90,2,1,Victoria,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,,0.0,,,Finished
85,2,1,Sidi Beshr,1250000,0,0,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,6,0.0,,Ready,Finished
125,2,1,Sidi Beshr,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,,,,Finished
120,3,2,Nakheel,330000,1,1,0,1,0,1,1,1,0,1,0,0,0,1,Apartment,3,0.0,,Ready,
120,3,1,Nakheel,300000,1,1,1,1,1,1,1,1,0,0,0,0,0,1,Penthouse,2,0.0,,,
130,2,1,Nakheel,345000,1,1,1,1,0,1,0,1,0,1,1,0,0,1,Apartment,1,,,Ready,Finished
280,4,2,Agami,2500000,0,1,1,0,1,1,1,1,1,0,0,1,0,0,Apartment,5,1.0,,,Finished
125,3,1,Agami,600000,0,0,1,1,1,1,1,1,0,0,0,0,1,0,Apartment,8,0.0,,soon,Finished
100,2,1,Nakheel,290000,1,1,1,1,0,0,1,1,0,1,0,0,0,1,Apartment,9,0.0,,,Finished
115,2,2,Nakheel,370000,1,1,1,1,0,1,1,1,0,1,1,0,0,1,Apartment,3,0.0,,,Finished
300,3,2,Nakheel,560000,1,1,1,1,0,1,1,1,0,1,1,0,0,0,Duplex,5,0.0,,,Finished
250,5,2,Nakheel,300000,1,1,1,1,0,1,1,1,0,1,1,0,0,0,Duplex,5,0.0,,,Finished
135,3,1,Glim,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
120,2,1,Nakheel,290000,1,1,0,1,1,1,1,1,0,1,0,1,0,0,Apartment,4,0.0,,Ready,
260,3,2,Laurent,4500000,1,0,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,10+,,,Ready,Finished
125,3,1,Nakheel,470000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,
120,2,1,Nakheel,370000,1,1,1,1,0,1,1,1,0,1,0,0,0,1,Apartment,3,0.0,,,Finished
75,2,1,Sidi Beshr,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,,0.0,,Ready,Finished
80,2,1,Karmous,350000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,,
55,2,1,Asafra,420000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,,,Finished
180,2,1,Nakheel,240000,1,1,1,1,0,1,1,1,0,1,1,1,0,1,Apartment,5,0.0,,Ready,Finished
110,2,1,Nakheel,270000,1,1,1,1,1,1,1,1,0,1,0,1,0,1,Apartment,2,,,Ready,Finished
150,3,2,Nakheel,520000,1,1,1,1,1,1,1,1,0,1,0,1,0,1,Apartment,2,0.0,,Ready,Finished
120,3,1,Saba Pasha,700000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,,soon,Finished
145,3,2,Zezenia,1750000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
70,2,1,Seyouf,250000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,,,Finished
125,3,1,Schutz,950000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,,soon,Finished
90,3,1,Moharam Bik,650000,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,5,0.0,,,Finished
110,3,1,Sidi Beshr,780000,0,0,1,0,1,1,1,1,0,0,0,0,0,0,Apartment,,,,Ready,Finished
85,3,1,Mandara,520000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,soon,Finished
185,3,2,Sidi Beshr,6000000,1,1,1,1,0,1,1,1,1,0,0,1,1,0,Apartment,2,0.0,,,Finished
80,1,1,Mandara,400000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,,,Finished
130,3,1,Agami,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,,soon,Finished
111,2,1,Agami,550000,0,1,1,1,1,1,0,1,1,1,0,1,0,0,Apartment,4,1.0,ABHA,Ready,Finished
115,3,2,Moharam Bik,450000,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,6,0.0,,Ready,Finished
250,3,2,Smoha,2300000,0,0,1,1,1,1,1,0,1,0,0,0,0,0,Apartment,9,,,,Finished
140,4,1,Agami,280000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,6,0.0,,Ready,Finished
90,3,1,Sidi Beshr,360000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Apartment,10+,,,Ready,Finished
145,3,1,Agami,400000,1,1,1,1,1,0,0,1,0,0,1,1,0,0,Apartment,2,0.0,,Ready,Core & Shell
250,3,3,Smoha,7250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,,,,Finished
110,3,1,Kabbary,650000,1,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,,,,Finished
179,2,2,Agami,1230000,1,0,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,4,0.0,,,
155,3,2,Glim,2500000,1,0,1,1,1,1,1,1,1,1,0,1,0,0,Apartment,9,0.0,,Ready,
120,3,1,Bahray - Anfoshy,1800000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10,0.0,,Ready,Finished
120,3,1,Smoha,1700000,1,0,1,1,1,1,1,1,1,0,0,1,1,0,Apartment,10,1.0,,Ready,Finished
102,2,1,Smoha,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,,,,Finished
245,3,2,Zezenia,3550000,1,1,1,1,1,1,1,1,1,0,1,1,1,0,Apartment,3,0.0,,Ready,Finished
251,3,2,Fleming,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,
200,2,1,Nakheel,230000,1,1,1,1,0,1,1,1,1,1,1,0,0,1,Duplex,5,0.0,,Ready,Finished
90,2,1,Miami,1700000,1,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,10+,1.0,,Ready,Finished
120,2,1,Nakheel,320000,1,1,1,1,0,1,1,1,0,1,0,0,0,1,Apartment,3,0.0,,Ready,Finished
120,2,1,Nakheel,430000,1,1,1,1,1,1,1,1,1,1,0,1,0,1,Apartment,2,0.0,,Ready,Finished
240,3,3,Smoha,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
160,3,1,Seyouf,1440000,0,1,1,1,0,1,1,1,0,0,0,1,0,1,Apartment,4,0.0,,,
310,4,3,Miami,18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,,0.0,,Ready,Finished
167,2,2,Miami,3875000,1,1,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,9,0.0,,Ready,Finished
88,2,1,Sidi Beshr,300000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,9,0.0,,,Finished
253,6,3,Seyouf,1250000,1,1,1,1,1,1,1,1,1,1,0,1,0,0,Apartment,9,0.0,,Ready,Finished
110,2,1,Borg al-Arab,750000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
105,3,1,Moharam Bik,750000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,7,0.0,,2022,
112,2,1,Smoha,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,,,,Finished
100,2,1,Nakheel,200000,1,0,1,0,0,1,1,0,0,0,0,0,0,0,Apartment,4,0.0,,Ready,Finished
150,3,2,Smoha,1350000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,1,,,Ready,
130,3,1,Miami,900000,1,1,0,0,1,0,1,0,0,0,0,0,0,0,Apartment,3,,,,
125,3,2,Miami,1100000,0,0,1,1,1,1,1,0,0,0,0,1,0,0,Apartment,8,0.0,,Ready,Finished
160,2,2,Kafr Abdo,3200000,0,1,1,1,1,0,0,0,1,0,0,0,0,0,Apartment,3,1.0,,Ready,Finished
135,3,2,Stanley,1890000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
120,3,1,Agami,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,0.0,,Ready,Finished
125,3,2,Agami,450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,,,Ready,Finished
150,3,2,Abu Qir,550000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
150,3,2,Al Ibrahimiyyah,1850000,1,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
169,3,2,Smoha,2957500,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,8,0.0,Murooj,,Finished
250,3,2,Roushdy,3100000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,,,,Finished
150,3,2,Gianaclis,1250000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
120,3,1,Seyouf,870000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
90,2,1,Kafr Abdo,975000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,,,,Finished
120,3,1,Sidi Beshr,420000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,,Ready,Finished
128,3,1,Smoha,1750000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,4,0.0,,Ready,Finished
92,2,1,Stanley,2500000,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,,0.0,,2025,Finished
100,2,1,Miami,340000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,2,,,Ready,
179,1,1,Smoha,1969000,0,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,,,Murooj,,Finished
170,3,2,Bolkly,2000000,1,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10,0.0,,Ready,Finished
200,3,3,Smoha,1300000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,0.0,,,
155,3,2,Glim,2000000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,,Finished
140,3,2,Mandara,2000000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,,Finished
135,3,2,Moharam Bik,1280000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,7,0.0,,Ready,Finished
210,3,2,Glim,3300000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,,,,
198,3,3,Kafr Abdo,3600000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,,,Finished
90,2,1,Miami,960000,1,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,10+,1.0,,Ready,Finished
100,2,1,Sidi Beshr,750000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,2,,,2022,Finished
135,3,3,Maamoura,2000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Apartment,6,0.0,,,Semi Finished
70,2,1,Asafra,620000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,,soon,Finished
120,3,1,Agami,500000,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
165,3,2,Smoha,2500000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,6,,,,
130,3,2,Miami,1550000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,9,0.0,,,Finished
270,3,1,Nakheel,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duplex,5,,,,Finished
95,2,1,Manshiyya,800000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
200,3,3,Smoha,2900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,,,,
90,2,1,Nakheel,350000,1,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,1,1.0,,Ready,Finished
130,3,1,Mandara,570000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
125,3,1,Mandara,500000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,,0.0,,Ready,
125,3,2,Agami,280000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,2,,,,
85,2,1,Montazah,500000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,8,0.0,,Ready,
240,3,3,Roushdy,7000000,0,0,1,1,1,1,1,1,0,1,1,1,0,0,Apartment,8,,,Ready,Finished
105,2,1,Smoha,1250000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10,,,Ready,Finished
180,3,2,Roushdy,1850000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,4,0.0,,,
130,3,1,Nakheel,390000,1,0,1,1,0,0,0,1,0,0,0,0,0,1,Duplex,,0.0,Nakheel,Ready,Finished
90,2,1,Agami,210000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,,,Finished
130,3,2,Nakheel,420000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,4,0.0,Nakheel,Ready,Finished
118,3,1,Sidi Beshr,825000,1,1,1,1,1,0,1,1,1,0,0,1,0,0,Apartment,10+,0.0,,Ready,Finished
210,3,2,Roushdy,2800000,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,8,,,Ready,Finished
12,2,2,Nakheel,695000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Apartment,2,0.0,,Ready,
130,2,1,Nakheel,375000,1,1,1,1,0,0,1,1,0,1,0,0,0,1,Apartment,1,0.0,,,Finished
120,3,1,Mandara,650000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,1.0,,Ready,
160,2,2,Nakheel,260000,1,1,1,1,1,1,1,1,0,1,0,1,0,1,Duplex,5,0.0,,Ready,Finished
130,2,1,Nakheel,330000,1,1,1,1,1,1,1,1,0,0,0,0,0,1,Apartment,3,0.0,,Ready,Finished
180,3,2,Nakheel,430000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Duplex,8,0.0,,,Finished
95,2,1,Miami,700000,0,1,0,0,1,1,0,1,1,0,0,0,0,0,Apartment,1,0.0,,soon,Finished
125,3,1,Seyouf,240000,0,1,1,0,1,1,0,0,1,0,0,0,0,0,Apartment,8,0.0,,,Finished
85,3,1,Victoria,480000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
200,3,3,Roushdy,3300000,0,0,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,9,,,Ready,Finished
90,2,1,Agami,300000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
300,3,2,Saba Pasha,2800000,0,1,1,1,1,1,1,1,1,0,0,0,1,0,Apartment,8,0.0,,Ready,Finished
110,3,1,Agami,550000,0,1,1,0,1,1,1,0,0,0,0,0,0,0,Apartment,6,0.0,,Ready,Finished
440,5,3,Laurent,5200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,,,,Ready,Finished
245,3,2,Zezenia,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
160,3,3,Montazah,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,0.0,,,
80,2,1,Borg al-Arab,325000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Not Finished
100,2,1,Nakheel,235000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,2,0.0,,,
250,4,3,Seyouf,1350000,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,,,Ready,Finished
132,3,2,Smoha,4300000,0,1,1,1,1,1,1,1,1,0,0,1,1,0,Apartment,8,0.0,,2024,Finished
110,2,1,Al Ibrahimiyyah,1150000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
240,3,3,Saba Pasha,3200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,,,Finished
90,2,1,Agami,250000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,
305,4,4,Kafr Abdo,3600000,0,1,1,1,1,1,1,1,0,1,0,0,0,0,Apartment,2,0.0,,Ready,Finished
209,3,3,Smoha,3800000,0,1,1,1,1,1,1,1,0,0,0,0,0,1,Apartment,5,0.0,,Ready,Finished
100,2,1,Miami,675000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,,,,Finished
190,2,1,Maamoura,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,,Ready,
202,3,3,Moharam Bik,4100000,0,1,1,1,1,0,1,1,1,0,1,1,0,0,Apartment,6,0.0,,2023,Finished
180,3,2,Smoha,3000000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,5,,,Ready,Finished
300,4,2,Saba Pasha,2700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,0.0,,Ready,
